term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
tachypnea,Tachypnea,SymptomOrSign,4,0,4,0.99,Tachypnoe,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
respiratory distress,Respiratory distress,SymptomOrSign,5,0,5,0.986,Atembeschwerden,,,,umls,5,Success: 5/5; Sources: umls; Files: 5,FALSE
"Vascular
 engorgement",Hyperemia,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
MSSA pneumonia,Pneumonia caused by methicillin susceptible Staphylococcus aureus,Diagnosis,0,2,2,0.995,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
Plain radiograph,Plain x-ray,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
clavicles,Bone structure of clavicle,BodyStructure,0,3,3,0.92,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
study,diagnostic procedure,ExaminationName,0,14,14,0.876,,,,,,10,Failed: 14/14; Files: 10,FALSE
septic emboli,Septic embolus,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
loss of height,Decrease in height,SymptomOrSign,0,2,2,0.995,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
L1,L1 innervation,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
mildly enlarged,Mildly enlarged,SymptomOrSign,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
cardiopulmonary disease,Cor pulmonale,Diagnosis,7,0,7,0.976,Cor Pulmonale,,,,umls,7,Success: 7/7; Sources: umls; Files: 7,FALSE
treated,Therapeutic procedure,TreatmentName,0,2,2,0.965,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
hiatal hernia,Hiatal Hernia,Diagnosis,10,0,10,0.986,Hiatushernie,,,,umls,7,Success: 10/10; Sources: umls; Files: 7,FALSE
pulmonary consolidation,Lung consolidation,Diagnosis,0,2,2,1.0,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
Calcifications,Calcinosis,SymptomOrSign,0,5,5,0.98,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
trachea,Trachea,BodyStructure,0,5,5,0.95,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
bronchi,Bronchi,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
abnormality,Abnormal,SymptomOrSign,2,0,2,0.975,Abnorm,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
unchanged,No status change,SymptomOrSign,0,1,1,0.82,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
carotid,Carotid Arteries,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
decompressed,external decompression,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
measures,Measures (attribute),ExaminationName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Paresthesias,Has tingling sensation,TreatmentName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
CTA chest,CT angiography of thorax with contrast,ExaminationName,0,5,5,0.96,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
"cardiac
 decompensation",Heart Decompensation,Diagnosis,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
Substernal,Structure of substernal region,BodyStructure,0,2,2,0.88,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
normal size,Normal size,SymptomOrSign,0,5,5,0.924,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
pancreatic adenocarcinoma,Adenocarcinoma of pancreas,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
metastatic disease,Neoplasm Metastasis,Diagnosis,0,3,3,0.897,,,,,,3,Failed: 3/3; Files: 3,FALSE
A-fib,Atrial Fibrillation,Diagnosis,1,0,1,0.99,Vorhofflimmern,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
magnified,Magnification,SymptomOrSign,0,2,2,0.98,,,,,,2,Failed: 2/2; Files: 2,FALSE
thymectomy,Thymectomy,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"respiratory
 distress",Respiratory distress,SymptomOrSign,1,0,1,1.0,Atembeschwerden,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
intubation,Intubation (procedure),TreatmentName,13,0,13,0.997,Intubation,,,,umls,13,Success: 13/13; Sources: umls; Files: 13,FALSE
"central
 line","Central venous catheter, device",TreatmentName,1,0,1,1.0,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
drains,Drain device,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
emphysema,Pathological accumulation of air in tissues,Diagnosis,0,5,5,0.946,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
rib fracture,Rib Fractures,Diagnosis,4,0,4,0.818,Rippenfraktur,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
midclavicular,Midclavicular,BodyStructure,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lung cancer,Malignant neoplasm of lung,Diagnosis,1,0,1,1.0,Bösartige Neubildung der Lunge,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
interstitial pulmonary edema,pulmonary edema interstitial,Diagnosis,0,4,4,0.95,,,,,,4,Failed: 4/4; Files: 4,FALSE
"interstitial
 pulmonary edema",pulmonary edema interstitial,Diagnosis,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
sepsis,Sepsis,Diagnosis,0,6,6,0.99,,,,,umls,6,Failed: 6/6; Sources: umls; Files: 6,FALSE
Crohn's,Crohn Disease,Diagnosis,1,0,1,0.99,Morbus Crohn,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
resection,Excision,TreatmentName,2,0,2,0.955,Exzision,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
ileostomy,Creation of ileostomy,TreatmentName,3,0,3,0.97,Anlage eines Ileostomas,,,,umls,2,Success: 3/3; Sources: umls; Files: 2,FALSE
ileostomy output,Output.ileostomy,ExaminationName,0,1,1,0.85,,,,,,1,Failed: 1/1; Files: 1,FALSE
intra-abdominal abscess,Abdominal Abscess,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulled,Does pull,SymptomOrSign,0,4,4,1.0,,,,,umls,4,Failed: 4/4; Sources: umls; Files: 4,FALSE
surveillance,Medical Surveillance,ExaminationName,0,1,1,0.83,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
azygos fissure,Azygos fissure,Diagnosis,0,1,1,0.89,,,,,,1,Failed: 1/1; Files: 1,FALSE
"shift of
 the mediastinum",Mediastinal shift,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracentesis,Thoracentesis,TreatmentName,4,0,4,0.99,Thorakozentese,,,,umls,3,Success: 4/4; Sources: umls; Files: 3,FALSE
chest CT scan,Chest CT,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
x-ray,Diagnostic radiologic examination,ExaminationName,0,2,2,0.985,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
Eventration,Eventration,SymptomOrSign,0,2,2,0.985,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
osteophytes,Osteophyte,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
osteophytosis,Osteophyte,Diagnosis,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
imaging study,imaging studies,ExaminationName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
pneumocystis pneumonia,Pneumocystis jiroveci pneumonia,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"within
 normal limits",Normal limits,SymptomOrSign,0,2,2,0.925,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
air bronchograms,Air bronchogram on radiograph (finding),"ExaminationName, SymptomOrSign",2,3,5,0.914,Bronchopneumogramm,,,,umls,4,Success: 2/5; Failed: 3/5; Sources: umls; Files: 4,FALSE
lung cysts,Lung cyst,Diagnosis,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pneumocystis infection,Pneumocystis Infections,Diagnosis,0,2,2,0.995,,,,,,1,Failed: 2/2; Files: 1,FALSE
"air
 bronchograms",Air bronchogram on radiograph (finding),SymptomOrSign,1,0,1,0.97,Bronchopneumogramm,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
inflammation,Inflammation,Diagnosis,0,1,1,0.86,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
portable views,Views portable,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
AP view,Views AP,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
LVAD,LVAD - Implantation of left ventricular assist device,TreatmentName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
injuries,Traumatic injury,SymptomOrSign,1,0,1,1.0,Traumatische Verletzung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
C5,C5 innervation,BodyStructure,0,2,2,0.965,,,,,,2,Failed: 2/2; Files: 2,FALSE
L2,L2 innervation,BodyStructure,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
L3,L3 innervation,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
L4,L4 Segmental Innervation,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
"transverse
 process fractures",Fractured transverse process,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
air leak,Air leakage,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cardiac arrest,Cardiac Arrest,Diagnosis,1,0,1,1.0,Asystolie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Nodular opacity,Nodular Opacity,SymptomOrSign,0,4,4,0.917,,,,,,3,Failed: 4/4; Files: 3,FALSE
similar,Similarity,SymptomOrSign,0,1,1,0.91,,,,,,1,Failed: 1/1; Files: 1,FALSE
"chest
 CT",Chest CT,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lesions,Lesion,SymptomOrSign,0,3,3,0.923,,,,,umls,2,Failed: 3/3; Sources: umls; Files: 2,FALSE
RCC,Conventional (Clear Cell) Renal Cell Carcinoma,Diagnosis,1,0,1,0.9,"Nierenzellkarzinom, klarzelliges",,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
flank,Flank (surface region),BodyStructure,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
metastatic lesions,Metastatic Lesion,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
central line placement,Central line placement,TreatmentName,0,2,2,0.985,,,,,,2,Failed: 2/2; Files: 2,FALSE
internal jugular,"Jugular, Internal",BodyStructure,0,12,12,0.922,,,,,,8,Failed: 12/12; Files: 8,FALSE
costophrenic angles,Costophrenic angle,BodyStructure,0,4,4,0.917,,,,,umls,3,Failed: 4/4; Sources: umls; Files: 3,FALSE
esophagogastric junction,Esophagogastric Junction,BodyStructure,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracocentesis,Thoracentesis,TreatmentName,4,0,4,0.982,Thorakozentese,,,,umls,2,Success: 4/4; Sources: umls; Files: 2,FALSE
body of the stomach,Body of stomach,BodyStructure,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"PICC
 line",Peripherally inserted central catheter (physical object),TreatmentName,0,2,2,0.985,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
Coronary artery disease,Coronary Artery Disease,Diagnosis,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
debridement,Debridement,TreatmentName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
CABG,Coronary Artery Bypass Surgery,TreatmentName,15,0,15,0.999,Kardiale Revaskularisierung mit Bypass-Anastomose,,,,umls,11,Success: 15/15; Sources: umls; Files: 11,FALSE
pacemaker leads,Cardiac pacemaker lead,TreatmentName,1,0,1,0.97,Herzschrittmacherkabel,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"right
 atrium",Right atrial structure,BodyStructure,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
PICC line placement,Peripherally Inserted Central Catheter Line Insertion,TreatmentName,0,2,2,0.97,,,,,,2,Failed: 2/2; Files: 2,FALSE
pulmonary process,PULMONARY PROCESS,Diagnosis,0,2,2,0.855,,,,,,2,Failed: 2/2; Files: 2,FALSE
MRI,Magnetic Resonance Imaging,ExaminationName,0,2,2,0.985,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
cp,Chest Pain,SymptomOrSign,4,0,4,0.958,Thoraxschmerzen,,,,umls,3,Success: 4/4; Sources: umls; Files: 3,FALSE
Two views,Views 2,ExaminationName,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
stents,"Stent, device",TreatmentName,1,0,1,0.95,Stent,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pulmonary arterial enlargement,Dilatation of pulmonary artery (disorder),SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary hypertension,Pulmonary Hypertension,Diagnosis,1,0,1,0.99,Pulmonale Hypertonie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cirrhosis,Liver Cirrhosis,Diagnosis,4,0,4,0.998,Leberzirrhose,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
hematemesis,Hematemesis,SymptomOrSign,1,0,1,0.99,Hämatemesis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
distended,Distention,SymptomOrSign,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
air,ACUTE INSULIN RESPONSE,SymptomOrSign,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
pneumoperitoneum,Pneumoperitoneum,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pleural abnormality,Abnormal pleura morphology,SymptomOrSign,0,2,2,0.955,,,,,,2,Failed: 2/2; Files: 2,FALSE
aspiration pneumonia,Aspiration Pneumonia,Diagnosis,3,0,3,1.0,Aspirationspneumonie,,,,umls,2,Success: 3/3; Sources: umls; Files: 2,FALSE
upper GI bleed,Upper gastrointestinal hemorrhage,Diagnosis,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
normal heart size,heart size normal,SymptomOrSign,0,2,2,0.915,,,,,,2,Failed: 2/2; Files: 2,FALSE
new medication,New medications,TreatmentName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
acute myocardial infarction,Acute myocardial infarction,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
mitral regurgitation,Mitral Valve Insufficiency,Diagnosis,1,0,1,0.99,Mitralklappeninsuffizienz,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
papillary muscle dysfunction,Dysfunction of papillary muscle,Diagnosis,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
mediastinal widening,Widened mediastinum,SymptomOrSign,2,0,2,0.985,Mediastinalverbreiterung,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
stroke,Cerebrovascular accident,Diagnosis,3,0,3,0.993,Schlaganfall,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
breast ca,Malignant neoplasm of breast,Diagnosis,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary metastases,Secondary malignant neoplasm of lung,Diagnosis,2,0,2,0.99,Metastatische bösartige Neubildung der Lunge,,,,umls,1,Success: 2/2; Sources: umls; Files: 1,FALSE
cavitation,Cavitation,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
superinfection,Superinfection,Diagnosis,1,0,1,0.99,Superinfektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
lytic,Lysis,Diagnosis,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"vertebral
 bodies",Body of vertebra,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
compression fracture,Compression fracture,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pleural drain,drainage of pleura,TreatmentName,0,3,3,0.95,,,,,,3,Failed: 3/3; Files: 3,FALSE
arthralgias,Arthralgia,SymptomOrSign,1,0,1,0.98,Gelenkschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"chronic pulmonary
 disease",Chronic lung disease,Diagnosis,1,0,1,0.83,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Breast cancer,Malignant neoplasm of breast,Diagnosis,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
back pain,Back Pain,SymptomOrSign,2,0,2,0.995,Rückenschmerzen,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
prosthesis,Prosthesis Implantation,TreatmentName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
breast,Breast,BodyStructure,0,2,2,0.97,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
"CT
 chest",Chest CT,ExaminationName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pacemaker placement,Implantation of cardiac pacemaker,TreatmentName,2,0,2,0.985,Implantation eines Herzschrittmachers,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
AP portable view,View AP portable,ExaminationName,0,2,2,0.96,,,,,,2,Failed: 2/2; Files: 2,FALSE
"pigtail
 catheter",pigtail catheters,TreatmentName,0,2,2,0.99,,,,,,2,Failed: 2/2; Files: 2,FALSE
hyperexpansion,Hyperdistention,SymptomOrSign,0,2,2,0.995,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
chest walls,Chest wall structure,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Dobhoff tube,Nasoduodenal feeding tube,TreatmentName,0,2,2,0.99,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
drainage,Drainage procedure,TreatmentName,0,2,2,0.965,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
deformity,Deformity,SymptomOrSign,0,3,3,0.977,,,,,umls,2,Failed: 3/3; Sources: umls; Files: 2,FALSE
clavicle,Bone structure of clavicle,BodyStructure,0,6,6,0.977,,,,,umls,5,Failed: 6/6; Sources: umls; Files: 5,FALSE
myotonic dystrophy,Myotonic Dystrophy,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Portable view,Views portable,ExaminationName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
assess,Assessed,ExaminationName,0,1,1,0.81,,,,,,1,Failed: 1/1; Files: 1,FALSE
sweating,Sweating,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
flattening of the diaphragms,diaphragm flattened,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
"chronic obstructive
 pulmonary disease",Chronic Obstructive Airway Disease,Diagnosis,1,0,1,1.0,Chronisch obstruktive Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
support devices,"Support, device",TreatmentName,0,1,1,0.8,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
sternal wires,Wiring of sternum,TreatmentName,0,3,3,0.973,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
CT abdomen and pelvis,Multisection:Find:Pt:Abdomen+Pelvis:Doc:CT,ExaminationName,0,2,2,0.95,,,,,,1,Failed: 2/2; Files: 1,FALSE
"CT abdomen and
 pelvis",Multisection:Find:Pt:Abdomen+Pelvis:Doc:CT,ExaminationName,0,1,1,0.95,,,,,,1,Failed: 1/1; Files: 1,FALSE
humeral head,Structure of head of humerus,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
assess for infection,Assessment: Infection,ExaminationName,0,1,1,0.87,,,,,,1,Failed: 1/1; Files: 1,FALSE
VATS,"Thoracic Surgery, Video-Assisted",TreatmentName,0,2,2,0.925,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
"chest
 tube",Chest Tubes,TreatmentName,0,3,3,0.987,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
tension,Tension,SymptomOrSign,0,4,4,0.978,,,,,umls,3,Failed: 4/4; Sources: umls; Files: 3,FALSE
non-small cell lung cancer,Non-Small Cell Lung Carcinoma,Diagnosis,2,0,2,1.0,Nicht-kleinzelliges Bronchialkarzinom,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
aerated,aeration,SymptomOrSign,0,1,1,0.85,,,,,,1,Failed: 1/1; Files: 1,FALSE
major fissure,Major fissure,BodyStructure,0,2,2,0.975,,,,,,2,Failed: 2/2; Files: 2,FALSE
compensatory hyperinflation,Compensatory hyperexpansion,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Bony metastases,Metastatic malignant neoplasm to bone,Diagnosis,1,0,1,0.98,Knochenmetastase,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
sclerotic,Sclerosis,SymptomOrSign,0,2,2,0.89,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
metastases,Neoplasm Metastasis,Diagnosis,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
bones,Skeletal bone,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
tracheal stenosis,Tracheal Stenosis,Diagnosis,1,0,1,0.99,Trachealstenose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
enlarged thyroid gland,Goiter,SymptomOrSign,2,0,2,0.97,Kropf,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
tip,Tip,SymptomOrSign,0,6,6,0.838,,,,,,5,Failed: 6/6; Files: 5,FALSE
dysphagia,Deglutition Disorders,SymptomOrSign,1,0,1,0.99,Dysphagie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"deviation of
 trachea",Trachea displaced,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thyromegaly,Goiter,SymptomOrSign,1,0,1,1.0,Kropf,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
nodule,Nodule,SymptomOrSign,0,4,4,0.935,,,,,umls,3,Failed: 4/4; Sources: umls; Files: 3,FALSE
tenderness,Sore to touch,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
midline,Midline (qualifier value),SymptomOrSign,0,1,1,0.82,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
scar,Cicatrix,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
obscuration,Obscure,SymptomOrSign,0,3,3,0.987,,,,,,3,Failed: 3/3; Files: 3,FALSE
discoid atelectasis,Discoid atelectasis,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
blindness,Blindness,Diagnosis,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
"temporal
 arteritis",Temporal Arteritis,Diagnosis,1,0,1,0.98,Riesenzellarteriitis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
steroids,Steroids,MedicationClass,0,2,2,0.985,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
normal in size,Normal size,SymptomOrSign,0,2,2,0.82,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
infectious pneumonia,infective pneumonia,Diagnosis,0,2,2,0.995,,,,,,2,Failed: 2/2; Files: 2,FALSE
cardiac structures,Cardia of stomach,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracic inlet,Structure of thoracic inlet,BodyStructure,0,3,3,0.943,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
neoplasm,Neoplasms,Diagnosis,0,2,2,0.985,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
Bronchial wall thickening,Bronchial wall thickening,SymptomOrSign,0,3,3,0.963,,,,,,2,Failed: 3/3; Files: 2,FALSE
bronchiolitis,Bronchiolitis,Diagnosis,0,2,2,0.98,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
"lung
 bases",Basal segment of lung,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
upper lobes,Structure of upper lobe of lung,BodyStructure,0,2,2,0.915,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
malignancy,Malignant Neoplasms,Diagnosis,2,0,2,1.0,Bösartige Neubildung,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
arm,Upper Extremity,BodyStructure,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cervical fusion,Cervical arthrodesis,TreatmentName,1,0,1,1.0,Zervikale Arthrodese,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
aortic calcification,Calcification of the aorta,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
"interstitial lung
 disease","Lung Diseases, Interstitial",Diagnosis,1,0,1,1.0,Interstitielle Lungenkrankheit,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
zone,Zone,BodyStructure,0,2,2,0.825,,,,,,2,Failed: 2/2; Files: 2,FALSE
Upper respiratory symptoms,Upper respiratory symptom,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
diaphoresis,Increased sweating,SymptomOrSign,1,0,1,1.0,Übermäßiges Schwitzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Crohns disease,Crohn Disease,Diagnosis,1,0,1,1.0,Morbus Crohn,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
